Parent,Node,Branch.length,Label,Confidence,Source,Genotype,Collection_year,Location,Host,Tissue,Organism_name,Decade,Genotype_major,Tissue_clean
923,1512,0.0082930692,ERR909861,NA,Raw reads,Unknown,NA,Unknown,Unknown,NA,NA,Unknown,Unknown,NA
1095,1588,0.0027571146,ERR909864,NA,Raw reads,Unknown,NA,Unknown,Unknown,NA,NA,Unknown,Unknown,NA
667,423,0.0446110002,SRR8735758,NA,Raw reads,2a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT2,blood plasma
1091,1742,0.0116485197,Internal-360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1742,663,0.0284043874,Internal-361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
663,1755,2.7448e-06,Internal-362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1755,750,0.0191995174,Internal-363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
750,1377,0.0082315123,Internal-364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1377,1391,0.0274401405,Internal-365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1391,1109,0.0061253041,Internal-366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1109,446,0.0061420634,Internal-367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
446,2389,0.0066545146,Internal-368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2389,525,2.7568e-06,SRR6805018,NA,Raw reads,1b,2015,Spain,Homo sapiens,HCV-infected patient,NA,2010s,GT1,hcv-infected patient
2389,978,0.0066716181,SRR6804927,NA,Raw reads,1b,2015,Spain,Homo sapiens,HCV-infected patient,NA,2010s,GT1,hcv-infected patient
446,477,2.7218e-06,Internal-369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
477,2288,2.2818e-06,Internal-370,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2288,1906,1e-06,SRR6804922,NA,Raw reads,1b,2014,Spain,Homo sapiens,HCV-infected patient,NA,2010s,GT1,hcv-infected patient
2288,1772,2.4005e-06,Internal-371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1772,1086,2.5699e-06,Internal-372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1086,2625,1e-06,SRR6804928,NA,Raw reads,1b,2014,Spain,Homo sapiens,HCV-infected patient,NA,2010s,GT1,hcv-infected patient
1086,77,0.0032780939,SRR6804921,NA,Raw reads,1b,2014,Spain,Homo sapiens,HCV-infected patient,NA,2010s,GT1,hcv-infected patient
1772,1738,1e-06,SRR6804920,NA,Raw reads,1b,2014,Spain,Homo sapiens,HCV-infected patient,NA,2010s,GT1,hcv-infected patient
477,2607,1e-06,SRR6804919,NA,Raw reads,1b,2014,Spain,Homo sapiens,HCV-infected patient,NA,2010s,GT1,hcv-infected patient
1109,725,0.0136746815,Internal-373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
725,1824,0.004447239,Internal-374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1824,2239,0.0089856999,SRR6804926,NA,Raw reads,3a,2016,Spain,Homo sapiens,HCV-infected patient,NA,2010s,GT3,hcv-infected patient
1824,339,2.4847e-06,SRR6804992,NA,Raw reads,1b,2015,Spain,Homo sapiens,HCV-infected patient,NA,2010s,GT1,hcv-infected patient
725,2365,2.2741e-06,SRR6804947,NA,Raw reads,1b,2015,Spain,Homo sapiens,HCV-infected patient,NA,2010s,GT1,hcv-infected patient
1391,2018,0.0027640342,Internal-375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,607,0.0248477948,Internal-376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
607,388,0.0861035507,Internal-377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
388,645,0.0305722245,Internal-378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
645,2328,1e-06,SRR017771,NA,Raw reads,2m,NA,Unknown,Unknown,missing,NA,Unknown,GT2,missing
645,698,1e-06,SRR017770,NA,Raw reads,2m,NA,Unknown,Unknown,missing,NA,Unknown,GT2,missing
388,1,0.000544427,s0391,NA,Reference,Unknown,2019,Belgium,Homo sapiens,NA,Hepacivirus hominis,2010s,Unknown,NA
607,2615,0.0294545189,SRR8735694,NA,Raw reads,1b,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT1,blood plasma
2018,911,0.0087872259,Internal-379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
911,821,0.0235446516,Internal-380,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
821,1630,0.0014383017,Internal-381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1630,1291,0.0036136508,Internal-382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1291,618,0.0018161925,Internal-383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
618,2293,0.000389545,Internal-384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2293,631,0.0019296516,Internal-385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
631,1274,0.0011544198,Internal-386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1274,292,0.0028350581,Internal-387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
292,1663,0.0026647661,Internal-388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1663,473,0.0039446696,Internal-389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
473,1924,0.0022769064,Internal-390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1924,1250,0.0055641711,Internal-391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1250,215,0.0096721508,Internal-392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
215,1331,0.0038821313,Internal-393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1331,889,0.0192211201,Internal-394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
889,1728,2.1602e-06,SRR6804930,NA,Raw reads,1b,2014,Spain,Homo sapiens,HCV-infected patient,NA,2010s,GT1,hcv-infected patient
889,1711,2.5301e-06,Internal-395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1711,1747,2.0298e-06,SRR6804996,NA,Raw reads,1b,2015,Spain,Homo sapiens,HCV-infected patient,NA,2010s,GT1,hcv-infected patient
1711,2095,2.5833e-06,SRR6805008,NA,Raw reads,1b,2014,Spain,Homo sapiens,HCV-infected patient,NA,2010s,GT1,hcv-infected patient
1331,597,2.7456e-06,SRR6804942,NA,Raw reads,1a,2015,Spain,Homo sapiens,HCV-infected patient,NA,2010s,GT1,hcv-infected patient
215,2480,0.0130919511,Internal-396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2480,366,2.6495e-06,Internal-397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
366,2287,0.006132395,Internal-398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2287,1426,0.0061287936,SRR6804935,NA,Raw reads,1b,2014,Spain,Homo sapiens,HCV-infected patient,NA,2010s,GT1,hcv-infected patient
2287,1717,0.0129433588,SRR6804951,NA,Raw reads,4a,2014,Spain,Homo sapiens,HCV-infected patient,NA,2010s,GT4,hcv-infected patient
366,2238,2.4342e-06,SRR6804929,NA,Raw reads,1b,2014,Spain,Homo sapiens,HCV-infected patient,NA,2010s,GT1,hcv-infected patient
2480,1494,2.702e-06,Internal-399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1494,1844,1e-06,SRR6804931,NA,Raw reads,1b,2014,Spain,Homo sapiens,HCV-infected patient,NA,2010s,GT1,hcv-infected patient
1494,2540,2.786e-06,Internal-400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2540,2217,1e-06,Internal-401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2217,913,0.0033723156,SRR6804932,NA,Raw reads,1b,2014,Spain,Homo sapiens,HCV-infected patient,NA,2010s,GT1,hcv-infected patient
2217,2100,1e-06,SRR6804934,NA,Raw reads,1b,2014,Spain,Homo sapiens,HCV-infected patient,NA,2010s,GT1,hcv-infected patient
2540,1084,1e-06,SRR6804933,NA,Raw reads,1b,2014,Spain,Homo sapiens,HCV-infected patient,NA,2010s,GT1,hcv-infected patient
1250,155,0.019234835,s0237,NA,Reference,1b,2007,Switzerland,Homo sapiens,blood,Hepatitis C virus subtype 1b,2000s,GT1,blood
1924,987,0.0045885548,Internal-402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
987,538,0.004647158,Internal-403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
538,1190,0.0049066016,Internal-404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1190,2193,0.0194431174,s0361,NA,Reference,1b,2007,Switzerland,Homo sapiens,blood,Hepatitis C virus subtype 1b,2000s,GT1,blood
1190,2298,2.324e-06,Internal-405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2298,2369,0.006081344,Internal-406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2369,917,2.3609e-06,SRR6804956,NA,Raw reads,1b,2015,Spain,Homo sapiens,HCV-infected patient,NA,2010s,GT1,hcv-infected patient
2369,678,2.1933e-06,SRR6804958,NA,Raw reads,1b,2015,Spain,Homo sapiens,HCV-infected patient,NA,2010s,GT1,hcv-infected patient
2298,1008,2.9576e-06,Internal-407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1008,527,2.3526e-06,SRR6804967,NA,Raw reads,1b,2015,Spain,Homo sapiens,HCV-infected patient,NA,2010s,GT1,hcv-infected patient
1008,1873,2.6636e-06,SRR6804963,NA,Raw reads,1b,2015,Spain,Homo sapiens,HCV-infected patient,NA,2010s,GT1,hcv-infected patient
538,1293,0.0143660315,Internal-408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1293,2482,2.2869e-06,Internal-409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2482,30,1e-06,Internal-410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,1037,2.3536e-06,Internal-411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1037,790,1e-06,Internal-412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
790,622,0.0,SRR6804974,NA,Raw reads,1b,2015,Spain,Homo sapiens,HCV-infected patient,NA,2010s,GT1,hcv-infected patient
790,1478,0.0,SRR6804986,NA,Raw reads,1b,2015,Spain,Homo sapiens,HCV-infected patient,NA,2010s,GT1,hcv-infected patient
1037,569,1e-06,Internal-413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
569,2347,0.0122435013,SRR6804971,NA,Raw reads,1b,2015,Spain,Homo sapiens,HCV-infected patient,NA,2010s,GT1,hcv-infected patient
569,1514,0.0073713395,SRR6804972,NA,Raw reads,1b,2015,Spain,Homo sapiens,HCV-infected patient,NA,2010s,GT1,hcv-infected patient
30,458,1e-06,SRR6804970,NA,Raw reads,1b,2015,Spain,Homo sapiens,HCV-infected patient,NA,2010s,GT1,hcv-infected patient
2482,2386,2.0839e-06,SRR6906345,NA,Raw reads,1b,2015,Spain,Homo sapiens,HCV-infected patient,NA,2010s,GT1,hcv-infected patient
1293,852,1e-06,SRR6804975,NA,Raw reads,1b,2015,Spain,Homo sapiens,HCV-infected patient,NA,2010s,GT1,hcv-infected patient
987,993,0.0217287362,s0279,NA,Reference,1b,2009,Unknown,Unknown,NA,Hepatitis C virus subtype 1b,2000s,GT1,NA
473,736,0.0056987463,Internal-414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
736,1998,0.0128599689,Internal-415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998,478,0.0105427622,s0029,NA,Reference,1b,2007,Switzerland,Homo sapiens,blood,Hepatitis C virus subtype 1b,2000s,GT1,blood
1998,1334,0.0106283977,s0196,NA,Reference,1b,2007,Switzerland,Homo sapiens,blood,Hepatitis C virus subtype 1b,2000s,GT1,blood
736,1754,0.0261219243,s0115,NA,Reference,1b,2008,Switzerland,Homo sapiens,blood,Hepatitis C virus subtype 1b,2000s,GT1,blood
1663,727,0.0023912861,Internal-416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
727,264,0.0026620846,Internal-417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
264,944,0.0046235947,Internal-418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
944,173,0.0272116722,s0102,NA,Reference,1b,2007,USA,Homo sapiens,blood,Hepatitis C virus subtype 1b,2000s,GT1,blood
944,2517,0.0284242775,s0053,NA,Reference,1b,2008,USA: Tennessee,Homo sapiens,blood,Hepatitis C virus subtype 1b,2000s,GT1,blood
264,1502,0.0296628824,s0291,NA,Reference,1b,2008,USA: Tennessee,Homo sapiens,blood,Hepatitis C virus subtype 1b,2000s,GT1,blood
727,2496,0.0056348576,Internal-419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2496,1705,0.0253210724,s0111,NA,Reference,1b,2007,Switzerland,Homo sapiens,blood,Hepatitis C virus subtype 1b,2000s,GT1,blood
2496,1056,0.0286299336,s0436,NA,Reference,1b,2007,Switzerland,Homo sapiens,blood,Hepatitis C virus subtype 1b,2000s,GT1,blood
292,1456,0.0034421868,Internal-420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1456,201,0.0065888626,Internal-421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201,830,0.0430979629,s0069,NA,Reference,1b,2007,USA,Homo sapiens,blood,Hepatitis C virus subtype 1b,2000s,GT1,blood
201,1165,0.0331267939,s0261,NA,Reference,1b,2007,Germany,Homo sapiens,blood,Hepatitis C virus subtype 1b,2000s,GT1,blood
1456,2145,0.0045614408,Internal-422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2145,771,0.0336028858,s0144,NA,Reference,1b,2007,Switzerland,Homo sapiens,blood,Hepatitis C virus subtype 1b,2000s,GT1,blood
2145,445,0.0292052423,SRR8735689,NA,Raw reads,3a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT3,blood plasma
1274,1910,0.0025675247,Internal-423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1910,1450,0.0294401718,s0011,NA,Reference,1b,2007,Switzerland,Homo sapiens,blood,Hepatitis C virus subtype 1b,2000s,GT1,blood
1910,737,0.0035768613,Internal-424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
737,1191,0.008731537,Internal-425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1191,873,0.0360406617,s0472,NA,Reference,1b,2007,Switzerland,Homo sapiens,blood,Hepatitis C virus subtype 1b,2000s,GT1,blood
1191,134,0.0199896819,s0187,NA,Reference,1b,2008,Switzerland,Homo sapiens,blood,Hepatitis C virus subtype 1b,2000s,GT1,blood
737,1152,0.0074267882,Internal-426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1152,1399,0.0215661732,s0037,NA,Reference,1b,2008,USA: New York,Homo sapiens,blood,Hepatitis C virus subtype 1b,2000s,GT1,blood
1152,985,0.0266877742,SRR8735732,NA,Raw reads,1b,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT1,blood plasma
631,447,0.0019679602,Internal-427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
447,65,0.0051559895,Internal-428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,972,0.0078270543,Internal-429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
972,1021,0.0051107965,Internal-430,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1021,2001,0.0028008004,Internal-431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,1955,0.0042006876,Internal-432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1955,1411,0.0271821795,s0133,NA,Reference,1b,2007,USA: Tennessee,Homo sapiens,blood,Hepatitis C virus subtype 1b,2000s,GT1,blood
1955,1088,0.0056464811,Internal-433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1088,2271,0.0031236975,Internal-434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2271,1811,0.0035313757,Internal-435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1811,154,0.0201632305,s0188,NA,Reference,1b,2007,Switzerland,Homo sapiens,blood,Hepatitis C virus subtype 1b,2000s,GT1,blood
1811,224,0.0342752618,s0282,NA,Reference,1b,2008,Switzerland,Homo sapiens,blood,Hepatitis C virus subtype 1b,2000s,GT1,blood
2271,1712,0.0199547016,s0588,NA,Reference,1b,2007,Switzerland,Homo sapiens,blood,Hepatitis C virus subtype 1b,2000s,GT1,blood
1088,488,0.0226218539,s0307,NA,Reference,1b,2008,Switzerland,Homo sapiens,blood,Hepatitis C virus subtype 1b,2000s,GT1,blood
2001,816,0.0035972394,Internal-436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
816,1242,0.0184163657,s0502,NA,Reference,1b,2008,USA: Massachusetts,Homo sapiens,blood,Hepatitis C virus subtype 1b,2000s,GT1,blood
816,1970,0.0160794874,s0009,NA,Reference,1b,2008,USA,Homo sapiens,blood,Hepatitis C virus subtype 1b,2000s,GT1,blood
1021,2399,0.0236289526,s0154,NA,Reference,1b,2007,USA,Homo sapiens,blood,Hepatitis C virus subtype 1b,2000s,GT1,blood
972,372,0.0168214564,s0311,NA,Reference,1b,2008,USA: Massachusetts,Homo sapiens,blood,Hepatitis C virus subtype 1b,2000s,GT1,blood
65,2477,0.0247948,s0319,NA,Reference,1b,2007,Switzerland,Homo sapiens,blood,Hepatitis C virus subtype 1b,2000s,GT1,blood
447,28,0.0020197082,Internal-437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,1151,0.002118693,Internal-438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1151,383,0.0054496531,Internal-439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
383,1790,0.0126290968,Internal-440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1790,2560,0.0097708529,Internal-441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2560,2612,0.0157388562,s0287,NA,Reference,1b,2007,USA: Tennessee,Homo sapiens,blood,Hepatitis C virus subtype 1b,2000s,GT1,blood
2560,2340,0.0253106949,s0179,NA,Reference,1b,2008,USA: Tennessee,Homo sapiens,blood,Hepatitis C virus subtype 1b,2000s,GT1,blood
1790,152,0.0174689044,s0077,NA,Reference,1b,2007,USA,Homo sapiens,blood,Hepatitis C virus subtype 1b,2000s,GT1,blood
383,2541,0.0032243317,Internal-442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2541,2644,0.0035826028,Internal-443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2644,2021,0.0052568007,Internal-444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,2177,0.0285336423,s0224,NA,Reference,1b,2007,Switzerland,Homo sapiens,blood,Hepatitis C virus subtype 1b,2000s,GT1,blood
2021,1567,0.024031223,SRR8735757,NA,Raw reads,1b,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT1,blood plasma
2644,296,0.0219083438,Internal-445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
296,753,2.6416e-06,Internal-446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
753,965,2.3878e-06,Internal-447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
965,2605,1e-06,SRR6805001,NA,Raw reads,1b,2015,Spain,Homo sapiens,HCV-infected patient,NA,2010s,GT1,hcv-infected patient
965,1652,1e-06,SRR6805003,NA,Raw reads,1b,2015,Spain,Homo sapiens,HCV-infected patient,NA,2010s,GT1,hcv-infected patient
753,512,1e-06,SRR6804976,NA,Raw reads,1b,2015,Spain,Homo sapiens,HCV-infected patient,NA,2010s,GT1,hcv-infected patient
296,1012,0.0061921635,Internal-448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1012,759,2.4927e-06,SRR6805005,NA,Raw reads,1b,2015,Spain,Homo sapiens,HCV-infected patient,NA,2010s,GT1,hcv-infected patient
1012,2382,0.0124086405,SRR6804979,NA,Raw reads,1b,2015,Spain,Homo sapiens,HCV-infected patient,NA,2010s,GT1,hcv-infected patient
2541,2353,0.0251128122,s0296,NA,Reference,1b,2007,Switzerland,Homo sapiens,blood,Hepatitis C virus subtype 1b,2000s,GT1,blood
1151,1762,0.0044455175,Internal-449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1762,1187,0.0287640736,s0390,NA,Reference,1b,2008,Germany,Homo sapiens,blood,Hepatitis C virus subtype 1b,2000s,GT1,blood
1762,800,0.0206791996,Internal-450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
800,282,0.0059528898,ERR251704,NA,Raw reads,Unknown,NA,Unknown,Unknown,NA,NA,Unknown,Unknown,NA
800,2604,0.0070894667,ERR251705,NA,Raw reads,Unknown,NA,Unknown,Unknown,NA,NA,Unknown,Unknown,NA
28,432,0.0044263321,Internal-451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
432,1785,0.0083227738,Internal-452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1785,359,0.0249527817,s0221,NA,Reference,1b,2007,USA: New York,Homo sapiens,blood,Hepatitis C virus subtype 1b,2000s,GT1,blood
1785,12,0.0292286451,s0322,NA,Reference,1b,2007,Switzerland,Homo sapiens,blood,Hepatitis C virus subtype 1b,2000s,GT1,blood
432,1018,0.0218987559,Internal-453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1018,2104,0.0005153874,ERR251707,NA,Raw reads,Unknown,NA,Unknown,Unknown,NA,NA,Unknown,Unknown,NA
1018,2572,0.0011926911,ERR251706,NA,Raw reads,Unknown,NA,Unknown,Unknown,NA,NA,Unknown,Unknown,NA
2293,1876,0.0014771498,Internal-454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1876,170,0.0019567328,Internal-455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
170,406,0.002363169,Internal-456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
406,1422,0.001495646,Internal-457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1422,940,0.0018576032,Internal-458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
940,879,0.003054244,Internal-459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
879,1631,0.0013458173,Internal-460,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1631,2523,0.0022352937,Internal-461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2523,1723,0.0018004938,Internal-462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1723,793,0.0026957664,Internal-463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
793,153,0.0068049974,Internal-464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153,125,0.0400599947,s0560,NA,Reference,Unknown,2016,Russia,Homo sapiens,blood,Hepacivirus hominis,2010s,Unknown,blood
153,1882,0.0215274104,s0100,NA,Reference,1b,2007,USA: Tennessee,Homo sapiens,blood,Hepatitis C virus subtype 1b,2000s,GT1,blood
793,311,0.0163097348,s0535,NA,Reference,1b,2007,USA: Tennessee,Homo sapiens,blood,Hepatitis C virus subtype 1b,2000s,GT1,blood
1723,1484,0.0058545507,Internal-465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1484,2234,0.0047269582,Internal-466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2234,928,0.0043161587,Internal-467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
928,2493,0.0216318701,s0049,NA,Reference,1b,2007,USA: Massachusetts,Homo sapiens,blood,Hepatitis C virus subtype 1b,2000s,GT1,blood
928,24,0.0219240438,s0507,NA,Reference,1b,2007,USA: Massachusetts,Homo sapiens,blood,Hepatitis C virus subtype 1b,2000s,GT1,blood
2234,454,0.0109775289,s0549,NA,Reference,1b,2008,USA: Massachusetts,Homo sapiens,blood,Hepatitis C virus subtype 1b,2000s,GT1,blood
1484,1682,0.023515191,s0424,NA,Reference,1b,2008,USA: Massachusetts,Homo sapiens,blood,Hepatitis C virus subtype 1b,2000s,GT1,blood
2523,136,0.0068429039,Internal-468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
136,1427,0.0242020246,s0313,NA,Reference,1b,2007,USA: Massachusetts,Homo sapiens,blood,Hepatitis C virus subtype 1b,2000s,GT1,blood
136,2172,0.0239459596,s0553,NA,Reference,1b,2008,USA,Homo sapiens,blood,Hepatitis C virus subtype 1b,2000s,GT1,blood
1631,1988,0.0051554265,Internal-469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988,1947,0.0116905544,s0596,NA,Reference,1b,2007,USA,Homo sapiens,blood,Hepatitis C virus subtype 1b,2000s,GT1,blood
1988,2432,0.0267325451,s0599,NA,Reference,1b,2008,USA,Homo sapiens,blood,Hepatitis C virus subtype 1b,2000s,GT1,blood
879,1804,0.0026216196,Internal-470,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1804,1030,0.0127307396,Internal-471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1030,1805,0.0138537148,s0067,NA,Reference,1b,2007,USA,Homo sapiens,blood,Hepatitis C virus subtype 1b,2000s,GT1,blood
1030,365,0.0094050606,s0076,NA,Reference,1b,2008,USA,Homo sapiens,blood,Hepatitis C virus subtype 1b,2000s,GT1,blood
1804,1469,0.0304430388,s0165,NA,Reference,1b,2008,USA,Homo sapiens,blood,Hepatitis C virus subtype 1b,2000s,GT1,blood
940,728,0.0025485252,Internal-472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
728,1149,0.0020947735,Internal-473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1149,1022,0.0037234539,Internal-474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1022,20,0.0019309167,Internal-475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,1388,0.001781708,Internal-476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1388,34,0.0014168129,Internal-477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,2201,0.0020178766,Internal-478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2201,1718,0.0031096641,Internal-479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1718,1272,0.0058863456,Internal-480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1272,2598,0.0336406226,s0146,NA,Reference,Unknown,2020,Russia: St. Petersburg,Homo sapiens,blood,Hepacivirus hominis,2020s,Unknown,blood
1272,1113,0.0140533746,s0035,NA,Reference,1b,2007,USA,Homo sapiens,blood,Hepatitis C virus subtype 1b,2000s,GT1,blood
1718,1658,0.0137151903,s0089,NA,Reference,1b,2008,USA,Homo sapiens,blood,Hepatitis C virus subtype 1b,2000s,GT1,blood
2201,1954,0.0181521215,s0492,NA,Reference,1b,2007,USA,Homo sapiens,blood,Hepatitis C virus subtype 1b,2000s,GT1,blood
34,2121,0.0047502011,Internal-481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
